,director,country,date_added,imdbRating,imdbVotes,language,time,season,type_Movie,type_TV Show,genre,cast_shows,cast_movies
1322,0,0,2019.0,5.9,356.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1323,0,1,2018.0,7.0,107652.0,1,91 ,0,1.0,0.0,0.0,0.0,0.0
1324,0,0,2017.0,7.8,404.0,1,101 ,0,1.0,0.0,0.0,0.0,0.0
1325,0,0,2019.0,7.6,105943.0,1,93 ,0,1.0,0.0,0.0,0.0,0.0
1326,0,0,2019.0,8.0,801.0,1,82 ,0,0.0,1.0,0.0,0.0,0.0
1327,0,0,2019.0,5.5,1461.0,1,86 ,0,1.0,0.0,0.0,0.0,0.0
1328,0,0,2019.0,7.3,63.0,0,81 ,0,1.0,0.0,0.0,0.0,0.0
1329,0,0,2017.0,6.7,3788.0,1,44 ,0,1.0,0.0,0.0,0.0,0.0
1331,0,1,2016.0,5.9,20276.0,1,84 ,0,1.0,0.0,0.0,0.0,0.0
1332,0,1,2018.0,7.3,590.0,1,87 ,0,0.0,1.0,0.0,0.0,0.0
1333,0,0,2018.0,6.8,28179.0,1,126 ,0,0.0,1.0,0.0,0.0,0.0
1334,0,1,2018.0,6.5,1789.0,1,103 ,0,1.0,0.0,0.0,0.0,0.0
1335,0,0,2017.0,8.4,4886.0,0,111 ,0,1.0,0.0,0.0,0.0,0.0
1336,0,0,2017.0,7.2,91.0,0,100 ,0,0.0,1.0,0.0,0.0,0.0
1337,0,0,2017.0,6.1,2647.0,0,112 ,0,1.0,0.0,0.0,0.0,0.0
1338,0,1,2017.0,5.4,80.0,1,61 ,0,1.0,0.0,0.0,0.0,0.0
1339,0,0,2017.0,7.8,45625.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1341,0,1,2016.0,6.9,462.0,1,67 ,0,1.0,0.0,0.0,0.0,0.0
1342,0,0,2019.0,4.4,853.0,1,99 ,0,0.0,1.0,0.0,0.0,0.0
1343,0,1,2019.0,6.6,126060.0,1,92 ,0,1.0,0.0,0.0,0.0,0.0
1345,0,0,2019.0,5.3,891.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1346,0,0,2019.0,7.4,367.0,0,0,1 ,0.0,1.0,0.0,0.0,0.0
1347,0,0,2019.0,6.4,1230.0,1,71 ,0,0.0,1.0,0.0,0.0,0.0
1348,0,0,2019.0,8.5,1033314.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1349,0,0,2019.0,5.7,6205.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1350,0,0,2019.0,6.3,202624.0,0,69 ,0,1.0,0.0,0.0,0.0,0.0
1351,0,0,2019.0,6.7,326.0,0,91 ,0,1.0,0.0,0.0,0.0,0.0
1353,0,0,2019.0,6.4,5741.0,1,86 ,0,1.0,0.0,0.0,0.0,0.0
1354,0,1,2019.0,8.0,45011.0,1,99 ,0,1.0,0.0,0.0,0.0,0.0
1355,0,0,2019.0,4.4,1162.0,1,125 ,0,1.0,0.0,0.0,0.0,0.0
1357,0,1,2019.0,5.1,728.0,1,60 ,0,1.0,0.0,0.0,0.0,0.0
1358,0,1,2019.0,5.9,2640.0,1,88 ,0,1.0,0.0,0.0,0.0,0.0
1359,0,1,2019.0,4.6,11235.0,1,92 ,0,1.0,0.0,0.0,0.0,0.0
1360,0,1,2019.0,8.0,69700.0,1,87 ,0,1.0,0.0,0.0,0.0,0.0
1361,0,1,2019.0,7.8,569797.0,1,81 ,0,1.0,0.0,0.0,0.0,0.0
1362,0,0,2019.0,5.0,835.0,0,72 ,0,1.0,0.0,0.0,0.0,0.0
1363,0,1,2019.0,7.7,96144.0,0,98 ,0,1.0,0.0,0.0,0.0,0.0
1364,0,0,2019.0,8.4,59726.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1365,0,1,2019.0,6.4,50564.0,1,86 ,0,1.0,0.0,0.0,0.0,0.0
1366,0,0,2019.0,7.0,74931.0,0,104 ,0,1.0,0.0,0.0,0.0,0.0
1367,0,1,2019.0,7.6,259180.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1368,0,1,2019.0,7.4,641.0,1,100 ,0,1.0,0.0,0.0,0.0,0.0
1369,0,0,2019.0,7.6,45126.0,0,113 ,0,1.0,0.0,0.0,0.0,0.0
1370,0,1,2019.0,4.7,1606.0,1,40 ,0,1.0,0.0,0.0,0.0,0.0
1371,0,0,2019.0,6.7,19554.0,0,105 ,0,1.0,0.0,0.0,0.0,0.0
1372,0,0,2019.0,7.2,80281.0,0,94 ,0,1.0,0.0,0.0,0.0,0.0
1373,0,0,2019.0,5.8,106077.0,1,109 ,0,1.0,0.0,0.0,0.0,0.0
1374,0,0,2019.0,7.2,240984.0,0,116 ,0,1.0,0.0,0.0,0.0,0.0
1375,0,0,2019.0,6.4,914.0,1,99 ,0,0.0,1.0,0.0,0.0,0.0
1376,0,1,2019.0,7.3,94.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1377,0,1,2019.0,7.0,77.0,1,102 ,0,0.0,1.0,0.0,0.0,0.0
1378,0,0,2019.0,6.1,12193.0,0,127 ,0,1.0,0.0,0.0,0.0,0.0
1379,0,0,2019.0,5.1,435.0,0,101 ,0,1.0,0.0,0.0,0.0,0.0
1380,0,0,2019.0,6.0,14108.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1381,0,0,2019.0,5.4,8678.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1382,0,0,2019.0,7.3,149635.0,0,135 ,0,1.0,0.0,0.0,0.0,0.0
1383,0,0,2019.0,7.8,1535.0,0,124 ,0,1.0,0.0,0.0,0.0,0.0
1384,0,0,2019.0,4.4,3582.0,0,105 ,0,1.0,0.0,0.0,0.0,0.0
1385,0,0,2019.0,5.3,99297.0,0,98 ,0,1.0,0.0,0.0,0.0,0.0
1388,0,0,2019.0,6.8,51655.0,1,106 ,0,1.0,0.0,0.0,0.0,0.0
1389,0,1,2019.0,7.6,92630.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1390,0,1,2019.0,7.5,3927.0,1,89 ,0,1.0,0.0,0.0,0.0,0.0
1391,0,0,2019.0,5.8,20469.0,1,80 ,0,1.0,0.0,0.0,0.0,0.0
1392,0,1,2019.0,8.0,4954.0,1,99 ,0,0.0,1.0,0.0,0.0,0.0
1393,0,0,2019.0,6.2,27444.0,1,123 ,0,1.0,0.0,0.0,0.0,0.0
1394,0,1,2019.0,6.6,101287.0,1,91 ,0,1.0,0.0,0.0,0.0,0.0
1395,0,1,2019.0,7.7,20815.0,1,71 ,0,1.0,0.0,0.0,0.0,0.0
1396,0,1,2019.0,5.8,81457.0,0,40 ,0,1.0,0.0,0.0,0.0,0.0
1398,0,0,2019.0,7.7,514559.0,1,79 ,0,1.0,0.0,0.0,0.0,0.0
1399,0,1,2019.0,7.1,10652.0,1,110 ,0,1.0,0.0,0.0,0.0,0.0
1400,0,0,2019.0,8.2,1984.0,1,0,1 ,0.0,1.0,0.0,0.0,0.0
1401,0,0,2019.0,7.7,83069.0,0,128 ,0,1.0,0.0,0.0,0.0,0.0
1402,0,1,2019.0,7.3,196422.0,1,110 ,0,1.0,0.0,0.0,0.0,0.0
1403,0,1,2019.0,8.0,193608.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1404,0,0,2019.0,7.3,142233.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1405,0,0,2019.0,6.8,38919.0,0,89 ,0,1.0,0.0,0.0,0.0,0.0
1406,0,0,2019.0,5.0,982.0,0,87 ,0,1.0,0.0,0.0,0.0,0.0
1407,0,0,2019.0,8.0,86792.0,0,153 ,0,1.0,0.0,0.0,0.0,0.0
1408,0,1,2019.0,5.7,5850.0,1,83 ,0,1.0,0.0,0.0,0.0,0.0
1409,0,0,2019.0,6.2,498353.0,1,84 ,0,1.0,0.0,0.0,0.0,0.0
1411,0,1,2019.0,6.9,267855.0,1,93 ,0,1.0,0.0,0.0,0.0,0.0
1412,0,1,2019.0,5.1,6219.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1413,0,1,2019.0,6.7,58296.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1414,0,1,2019.0,6.2,1928.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1415,0,1,2019.0,7.3,15211.0,1,109 ,0,1.0,0.0,0.0,0.0,0.0
1416,0,0,2019.0,7.8,344922.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1417,0,0,2019.0,6.7,21191.0,0,122 ,0,1.0,0.0,0.0,0.0,0.0
1419,0,0,2019.0,7.2,88763.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1420,0,1,2019.0,7.0,92739.0,1,98 ,0,1.0,0.0,0.0,0.0,0.0
1421,0,1,2019.0,6.3,1988.0,1,79 ,0,1.0,0.0,0.0,0.0,0.0
1422,0,0,2019.0,8.7,1673625.0,0,143 ,0,1.0,0.0,0.0,0.0,0.0
1423,0,1,2019.0,7.2,514026.0,1,123 ,0,1.0,0.0,0.0,0.0,0.0
1424,0,0,2019.0,6.8,447275.0,1,96 ,0,1.0,0.0,0.0,0.0,0.0
1426,0,0,2019.0,6.6,76902.0,1,114 ,0,1.0,0.0,0.0,0.0,0.0
1427,0,0,2019.0,5.4,79167.0,0,63 ,0,1.0,0.0,0.0,0.0,0.0
1428,0,1,2019.0,7.6,1071.0,1,94 ,0,1.0,0.0,0.0,0.0,0.0
1430,0,0,2019.0,6.6,144507.0,1,97 ,0,1.0,0.0,0.0,0.0,0.0
1431,0,1,2019.0,8.8,623.0,0,38 ,0,0.0,1.0,0.0,0.0,0.0
1432,0,0,2019.0,6.2,2148.0,1,101 ,0,0.0,1.0,0.0,0.0,0.0
1433,0,1,2019.0,6.1,49567.0,1,99 ,0,1.0,0.0,0.0,0.0,0.0
1435,0,1,2019.0,7.6,519442.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1436,0,1,2018.0,8.1,73726.0,1,103 ,0,1.0,0.0,0.0,0.0,0.0
1437,0,0,2018.0,5.1,370.0,0,80 ,0,1.0,0.0,0.0,0.0,0.0
1438,0,0,2018.0,7.7,10646.0,1,73 ,0,1.0,0.0,0.0,0.0,0.0
1440,0,0,2018.0,6.3,6277.0,1,30 ,0,1.0,0.0,0.0,0.0,0.0
1441,0,0,2018.0,6.8,1390.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1442,0,1,2018.0,7.5,180.0,1,58 ,0,1.0,0.0,0.0,0.0,0.0
1443,0,0,2018.0,8.1,75546.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1444,0,0,2018.0,6.5,56662.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1448,0,1,2018.0,8.0,7581.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1449,0,1,2018.0,4.7,2738.0,1,78 ,0,1.0,0.0,0.0,0.0,0.0
1450,0,1,2018.0,5.1,3743.0,1,84 ,0,1.0,0.0,0.0,0.0,0.0
1451,0,1,2018.0,6.8,8615.0,1,111 ,0,1.0,0.0,0.0,0.0,0.0
1452,0,1,2018.0,5.0,2346.0,0,66 ,0,1.0,0.0,0.0,0.0,0.0
1453,0,0,2018.0,5.6,716.0,0,159 ,0,1.0,0.0,0.0,0.0,0.0
1454,0,0,2018.0,7.6,5042.0,0,79 ,0,1.0,0.0,0.0,0.0,0.0
1455,0,1,2018.0,4.4,2277.0,1,87 ,0,1.0,0.0,0.0,0.0,0.0
1457,0,0,2018.0,7.4,2755.0,0,116 ,0,1.0,0.0,0.0,0.0,0.0
1459,0,0,2018.0,6.9,75535.0,1,0,1 ,0.0,1.0,0.0,0.0,0.0
1460,0,0,2018.0,5.8,4714.0,1,92 ,0,1.0,0.0,0.0,0.0,0.0
1461,0,1,2018.0,7.8,954.0,1,64 ,0,0.0,1.0,0.0,0.0,0.0
1462,0,0,2018.0,7.0,1785.0,1,95 ,0,1.0,0.0,0.0,0.0,0.0
1463,0,1,2018.0,4.2,447.0,1,125 ,0,1.0,0.0,0.0,0.0,0.0
1464,0,0,2018.0,5.1,4032.0,0,94 ,0,1.0,0.0,0.0,0.0,0.0
1465,0,1,2018.0,1.7,7926.0,1,92 ,0,1.0,0.0,0.0,0.0,0.0
1466,0,0,2018.0,3.7,234.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1467,0,0,2018.0,6.3,351.0,0,106 ,0,1.0,0.0,0.0,0.0,0.0
1468,0,0,2018.0,7.7,32623.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1469,0,0,2018.0,6.9,908.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1470,0,0,2018.0,7.7,1600.0,0,101 ,0,1.0,0.0,0.0,0.0,0.0
1471,0,1,2018.0,4.9,2777.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1472,0,1,2018.0,7.4,11072.0,1,95 ,0,1.0,0.0,0.0,0.0,0.0
1473,0,1,2018.0,7.4,1715.0,0,95 ,0,1.0,0.0,0.0,0.0,0.0
1474,0,0,2018.0,6.2,5050.0,1,104 ,0,1.0,0.0,0.0,0.0,0.0
1475,0,0,2018.0,7.7,5856.0,1,117 ,0,1.0,0.0,0.0,0.0,0.0
1476,0,0,2018.0,5.7,30.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1477,0,1,2018.0,7.2,10964.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1478,0,0,2018.0,7.7,16290.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1479,0,0,2018.0,8.2,33115.0,1,70 ,0,1.0,0.0,0.0,0.0,0.0
1480,0,0,2018.0,6.1,3934.0,0,87 ,0,1.0,0.0,0.0,0.0,0.0
1481,0,0,2018.0,8.5,26.0,1,88 ,0,1.0,0.0,0.0,0.0,0.0
1482,0,1,2018.0,4.4,417.0,1,96 ,0,1.0,0.0,0.0,0.0,0.0
1483,0,1,2018.0,6.2,404.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1484,0,0,2018.0,6.8,60.0,1,90 ,0,1.0,0.0,0.0,0.0,0.0
1485,0,0,2018.0,7.1,179.0,0,84 ,0,1.0,0.0,0.0,0.0,0.0
1487,0,1,2018.0,6.7,18.0,1,87 ,0,1.0,0.0,0.0,0.0,0.0
1488,0,0,2018.0,7.6,526.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1489,0,1,2018.0,6.6,15.0,1,78 ,0,1.0,0.0,0.0,0.0,0.0
1490,0,0,2018.0,6.3,216660.0,1,103 ,0,1.0,0.0,0.0,0.0,0.0
1491,0,1,2018.0,7.6,88.0,1,90 ,0,1.0,0.0,0.0,0.0,0.0
1492,0,0,2018.0,6.9,3056.0,1,96 ,0,1.0,0.0,0.0,0.0,0.0
1493,0,1,2018.0,3.7,254.0,1,105 ,0,1.0,0.0,0.0,0.0,0.0
1494,0,0,2018.0,4.0,340.0,1,112 ,0,1.0,0.0,0.0,0.0,0.0
1495,0,1,2017.0,5.9,839.0,1,97 ,0,1.0,0.0,0.0,0.0,0.0
1496,0,0,2017.0,4.6,25.0,0,87 ,0,1.0,0.0,0.0,0.0,0.0
1497,0,0,2017.0,2.8,414.0,0,129 ,0,1.0,0.0,0.0,0.0,0.0
1498,0,0,2017.0,4.4,597.0,0,160 ,0,1.0,0.0,0.0,0.0,0.0
1500,0,1,2017.0,7.6,2083.0,1,119 ,0,1.0,0.0,0.0,0.0,0.0
1501,0,1,2017.0,2.1,201.0,1,140 ,0,1.0,0.0,0.0,0.0,0.0
1502,0,1,2017.0,6.3,403.0,1,59 ,0,1.0,0.0,0.0,0.0,0.0
1504,0,0,2017.0,5.7,5573.0,1,125 ,0,1.0,0.0,0.0,0.0,0.0
1507,0,0,2017.0,8.6,237.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1509,0,0,2017.0,8.4,1875.0,0,165 ,0,1.0,0.0,0.0,0.0,0.0
1510,0,0,2017.0,4.7,71.0,0,124 ,0,1.0,0.0,0.0,0.0,0.0
1511,0,0,2017.0,4.8,69.0,0,133 ,0,1.0,0.0,0.0,0.0,0.0
1512,0,0,2017.0,8.4,15973.0,0,116 ,0,1.0,0.0,0.0,0.0,0.0
1513,0,1,2017.0,4.9,2892.0,1,90 ,0,1.0,0.0,0.0,0.0,0.0
1514,0,0,2017.0,8.6,5140.0,0,0,1 ,0.0,1.0,0.0,0.0,0.0
1515,0,0,2017.0,5.3,99.0,0,164 ,0,1.0,0.0,0.0,0.0,0.0
1518,0,1,2017.0,7.2,5.0,1,84 ,0,0.0,1.0,0.0,0.0,0.0
1519,0,1,2017.0,6.5,4669.0,1,51 ,0,0.0,1.0,0.0,0.0,0.0
1520,0,0,2017.0,7.4,20539.0,0,142 ,0,0.0,1.0,0.0,0.0,0.0
1521,0,1,2017.0,2.4,238.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1522,0,1,2017.0,5.2,2056.0,1,66 ,0,1.0,0.0,0.0,0.0,0.0
1524,0,0,2017.0,6.5,6.0,1,99 ,0,1.0,0.0,0.0,0.0,0.0
1525,0,1,2017.0,5.6,50.0,1,102 ,0,1.0,0.0,0.0,0.0,0.0
1526,0,1,2016.0,7.6,531.0,1,87 ,0,1.0,0.0,0.0,0.0,0.0
1527,0,0,2016.0,6.5,60.0,0,0,1 ,0.0,1.0,0.0,0.0,0.0
1528,0,1,2016.0,7.4,315.0,1,61 ,0,0.0,1.0,0.0,0.0,0.0
1529,0,1,2016.0,7.7,118.0,1,94 ,0,0.0,1.0,0.0,0.0,0.0
1530,0,0,2016.0,7.9,24.0,1,0,1 ,0.0,1.0,1.0,0.0,0.0
1531,0,1,2016.0,7.1,3679.0,1,70 ,0,0.0,1.0,0.0,0.0,0.0
1532,0,1,2016.0,6.1,336.0,1,92 ,0,0.0,1.0,0.0,0.0,0.0
1533,0,1,2016.0,7.2,359.0,1,64 ,0,1.0,0.0,0.0,0.0,0.0
1536,0,1,2016.0,6.5,306424.0,1,92 ,0,1.0,0.0,0.0,0.0,0.0
1537,0,1,2016.0,6.5,861.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1538,0,1,2016.0,6.6,78.0,1,101 ,0,1.0,0.0,0.0,0.0,0.0
1539,0,0,2016.0,6.4,191.0,1,88 ,0,1.0,0.0,0.0,0.0,0.0
1540,0,0,2016.0,6.5,98.0,1,86 ,0,1.0,0.0,0.0,0.0,0.0
1541,0,0,2013.0,4.1,325.0,0,100 ,0,1.0,0.0,0.0,0.0,0.0
1542,0,0,2013.0,7.3,3657.0,0,111 ,0,1.0,0.0,0.0,0.0,0.0
1543,0,0,2010.0,6.1,433.0,0,128 ,0,1.0,0.0,0.0,0.0,0.0
1545,0,0,2019.0,7.5,852.0,0,63 ,0,1.0,0.0,0.0,0.0,0.0
1546,0,1,2019.0,6.1,332.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1547,0,1,2019.0,6.8,278172.0,1,105 ,0,1.0,0.0,0.0,0.0,0.0
1548,0,1,2019.0,6.7,2615.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1549,0,0,2019.0,4.4,115.0,0,98 ,0,1.0,0.0,0.0,0.0,0.0
1550,0,0,2019.0,4.4,388.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1552,0,0,2017.0,7.3,2160.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1553,0,1,2019.0,6.4,255.0,1,0,1 ,0.0,1.0,0.0,0.0,0.0
1562,0,1,2018.0,4.5,1102.0,1,87 ,0,1.0,0.0,0.0,0.0,0.0
1563,0,0,2018.0,6.4,734.0,1,90 ,0,1.0,0.0,0.0,0.0,0.0
1564,0,0,2018.0,5.8,912.0,1,124 ,0,1.0,0.0,0.0,0.0,0.0
1565,0,0,2017.0,7.1,627.0,0,53 ,0,1.0,0.0,0.0,0.0,0.0
1566,0,1,2016.0,7.0,86.0,1,88 ,0,1.0,0.0,0.0,0.0,0.0
1567,0,0,2019.0,7.1,1125.0,1,54 ,0,0.0,1.0,0.0,0.0,0.0
1569,0,0,2019.0,7.2,28.0,1,92 ,0,0.0,1.0,0.0,0.0,0.0
1570,0,1,2019.0,6.5,41.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1571,0,0,2019.0,6.7,213.0,1,126 ,0,0.0,1.0,0.0,0.0,0.0
1572,0,0,2019.0,6.6,652.0,0,140 ,0,0.0,1.0,0.0,0.0,0.0
1573,0,1,2018.0,6.4,1103.0,1,87 ,0,1.0,0.0,0.0,0.0,0.0
1574,0,1,2018.0,5.5,4106.0,1,93 ,0,1.0,0.0,0.0,0.0,0.0
1575,0,0,2017.0,6.6,272.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1576,0,0,2019.0,7.7,3620.0,1,80 ,0,1.0,0.0,0.0,0.0,0.0
1577,0,0,2019.0,6.5,397.0,1,70 ,0,1.0,0.0,0.0,0.0,0.0
1578,0,0,2019.0,6.0,26755.0,0,131 ,0,1.0,0.0,0.0,0.0,0.0
1579,0,0,2019.0,7.2,146369.0,0,105 ,0,1.0,0.0,0.0,0.0,0.0
1580,0,0,2016.0,7.5,5764.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1581,0,0,2019.0,3.0,1394.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1582,0,0,2018.0,4.2,2469.0,0,130 ,0,1.0,0.0,0.0,0.0,0.0
1584,0,1,2018.0,4.3,157.0,1,98 ,0,1.0,0.0,0.0,0.0,0.0
1585,0,0,2017.0,5.2,3994.0,0,90 ,0,1.0,0.0,0.0,0.0,0.0
1586,0,0,2017.0,5.1,43.0,1,105 ,0,1.0,0.0,0.0,0.0,0.0
1587,0,0,2017.0,6.4,889.0,0,106 ,0,1.0,0.0,0.0,0.0,0.0
1588,0,0,2017.0,7.4,498.0,0,126 ,0,0.0,1.0,0.0,0.0,0.0
1589,0,0,2016.0,6.7,9529.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1590,0,1,2009.0,7.2,4638.0,1,84 ,0,1.0,0.0,0.0,0.0,0.0
1591,0,1,2018.0,6.2,208.0,1,65 ,0,0.0,1.0,0.0,0.0,0.0
1592,0,0,2018.0,6.1,37437.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1593,0,0,2018.0,6.0,67.0,0,121 ,0,1.0,0.0,0.0,0.0,0.0
1594,0,0,2018.0,5.1,5164.0,0,163 ,0,1.0,0.0,0.0,0.0,0.0
1595,0,0,2018.0,6.0,1334.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1596,0,0,2018.0,3.8,607.0,0,0,1 ,1.0,0.0,0.0,0.0,0.0
1597,0,0,2018.0,8.1,50611.0,1,92 ,0,1.0,0.0,0.0,0.0,0.0
1598,0,0,2018.0,5.6,798.0,0,124 ,0,1.0,0.0,0.0,0.0,0.0
1599,0,0,2018.0,6.0,2158.0,0,107 ,0,1.0,0.0,0.0,0.0,0.0
1600,0,0,2017.0,7.9,1967.0,1,19 ,0,0.0,1.0,0.0,0.0,0.0
1601,0,0,2019.0,6.8,46095.0,1,25 ,0,1.0,0.0,0.0,0.0,0.0
1602,0,0,2019.0,5.4,1005.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1603,0,0,2019.0,6.5,4025.0,1,0,1 ,1.0,0.0,0.0,0.0,0.0
1604,0,0,2019.0,7.9,20021.0,0,101 ,0,0.0,1.0,0.0,0.0,0.0
1605,0,1,2019.0,7.7,1170.0,1,60 ,0,0.0,1.0,0.0,0.0,0.0
1606,0,1,2019.0,5.6,172.0,1,90 ,0,1.0,0.0,0.0,0.0,0.0
1607,0,0,2019.0,5.1,962.0,0,96 ,0,1.0,0.0,0.0,0.0,0.0
1609,0,0,2019.0,5.0,1114.0,1,74 ,0,1.0,0.0,0.0,0.0,0.0
1610,0,1,2019.0,6.2,1375.0,1,96 ,0,1.0,0.0,0.0,0.0,0.0
1611,0,0,2019.0,4.9,2453.0,1,111 ,0,1.0,0.0,0.0,0.0,0.0
1612,0,0,2019.0,3.8,2701.0,0,127 ,0,1.0,0.0,0.0,0.0,0.0
1613,0,0,2019.0,7.2,3248.0,0,117 ,0,1.0,0.0,0.0,0.0,0.0
1614,0,0,2019.0,8.9,90574.0,1,123 ,0,0.0,1.0,0.0,0.0,0.0
1615,0,0,2018.0,7.4,3324.0,1,139 ,0,1.0,0.0,0.0,0.0,0.0
1616,0,0,2017.0,6.9,38.0,0,95 ,0,1.0,0.0,0.0,0.0,0.0
1617,0,0,2019.0,6.9,83325.0,0,148 ,0,1.0,0.0,0.0,0.0,0.0
1618,0,0,2019.0,6.2,2825.0,0,121 ,0,1.0,0.0,0.0,0.0,0.0
1619,0,1,2019.0,7.1,35486.0,1,79 ,0,1.0,0.0,0.0,0.0,0.0
1620,0,0,2017.0,6.8,3256.0,0,127 ,0,1.0,0.0,0.0,0.0,0.0
1621,0,1,2019.0,6.8,533.0,1,92 ,0,1.0,0.0,0.0,0.0,0.0
1623,0,0,2019.0,8.0,54550.0,0,163 ,0,0.0,1.0,0.0,0.0,0.0
1624,0,0,2019.0,5.4,4086.0,1,83 ,0,1.0,0.0,0.0,0.0,0.0
1625,0,0,2019.0,6.6,78606.0,0,112 ,0,1.0,0.0,0.0,0.0,0.0
1626,0,1,2019.0,4.2,608.0,1,117 ,0,0.0,1.0,0.0,0.0,0.0
1628,0,0,2019.0,6.3,1375.0,0,95 ,0,1.0,0.0,0.0,0.0,0.0
1629,0,0,2019.0,5.6,11055.0,0,99 ,0,1.0,0.0,0.0,0.0,0.0
1630,0,0,2019.0,7.4,4871.0,0,125 ,0,0.0,1.0,0.0,0.0,0.0
1631,0,0,2019.0,8.9,26213.0,0,0,1 ,0.0,1.0,0.0,0.0,0.0
1632,0,0,2018.0,4.8,192.0,1,44 ,0,1.0,0.0,0.0,0.0,0.0
1633,0,0,2017.0,7.4,748.0,1,93 ,0,1.0,0.0,0.0,0.0,0.0
1634,0,0,2017.0,5.6,3772.0,1,89 ,0,1.0,0.0,0.0,0.0,0.0
1635,0,1,2015.0,6.1,15928.0,1,92 ,0,1.0,0.0,0.0,0.0,0.0
1636,0,0,2019.0,5.4,2007.0,0,120 ,0,1.0,0.0,0.0,0.0,0.0
1637,0,1,2019.0,5.5,29261.0,1,114 ,0,1.0,0.0,0.0,0.0,0.0
1638,0,0,2019.0,5.7,7540.0,0,109 ,0,1.0,0.0,0.0,0.0,0.0
1639,0,0,2019.0,7.1,70575.0,1,83 ,0,0.0,1.0,0.0,0.0,0.0
1640,0,0,2019.0,5.3,1521.0,0,107 ,0,0.0,1.0,0.0,0.0,0.0
1641,0,0,2018.0,5.2,1785.0,1,129 ,0,0.0,1.0,0.0,0.0,0.0
1642,0,0,2016.0,5.7,40403.0,1,135 ,0,1.0,0.0,0.0,0.0,0.0
1643,0,0,2019.0,7.1,44.0,0,149 ,0,0.0,1.0,0.0,0.0,0.0
1644,0,0,2019.0,6.3,3305.0,0,136 ,0,1.0,0.0,0.0,0.0,0.0
1645,0,0,2018.0,5.9,2431.0,1,138 ,0,1.0,0.0,0.0,0.0,0.0
1646,0,0,2018.0,8.1,3487.0,0,177 ,0,0.0,1.0,0.0,0.0,0.0
1647,0,0,2017.0,6.8,1537.0,1,61 ,0,1.0,0.0,0.0,0.0,0.0
1648,0,0,2017.0,7.1,1295.0,1,126 ,0,1.0,0.0,0.0,0.0,0.0
1649,0,0,2017.0,6.8,40258.0,0,137 ,0,1.0,0.0,0.0,0.0,0.0
1650,0,0,2017.0,6.0,41794.0,0,114 ,0,1.0,0.0,0.0,0.0,0.0
1651,0,0,2016.0,7.4,3286.0,0,104 ,0,1.0,0.0,0.0,0.0,0.0
1653,0,0,2019.0,5.2,2887.0,1,29 ,0,0.0,1.0,0.0,0.0,0.0
